planet,Study_area,win_start,n_months,truth_trend_cmyr
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2002,114,0.8064762725841949
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2003,113,0.5469183238548885
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2004,111,0.5550320959556562
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2005,109,0.2337692976452822
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2006,105,-0.057821653089162685
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2007,101,-0.03629194283021366
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2008,92,-0.0305019223021295
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2009,88,-0.3318264201397063
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2010,88,-0.43172511858664997
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2011,89,-0.21102403370585457
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2012,91,0.061650197122618315
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2013,94,0.6477552733124986
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2014,97,0.8667420616242789
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2015,99,0.8911009265404157
graded_balanced_v3,Eastside Lower Indus Valley (Indus Basin),2016,100,0.9631228129817506
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2002,114,-0.8806771072110035
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2003,113,-0.9648219609057146
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2004,111,-0.2538444750401979
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2005,109,0.19158227954236615
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2006,105,0.4255490195796278
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2007,101,0.7651986892010304
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2008,92,0.45548692554141496
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2009,88,0.7334886594099815
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2010,88,0.6572718019800553
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2011,89,0.67154068101219
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2012,91,0.2408596751930283
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2013,94,-0.22033452157818867
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2014,97,-0.1281433844508878
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2015,99,-0.3119385781434731
graded_balanced_v3,Central Piedmont Upland (Piedmont Plateau),2016,100,-0.47483144768429986
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2002,114,-0.902584816578905
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2003,113,-0.8393574158988011
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2004,111,-0.639742908531622
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2005,109,-0.007182899704354931
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2006,105,-0.17136001399652315
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2007,101,-0.12695684371534074
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2008,92,0.3782328117863889
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2009,88,0.615893602494763
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2010,88,1.0077513339811357
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2011,89,0.6248572826924337
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2012,91,0.1957953958544151
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2013,94,-0.3934973941950154
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2014,97,-0.608077771237861
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2015,99,-0.7623171206194417
graded_balanced_v3,Eastern Carrizo-Wilcox (Carrizo-Wilcox),2016,100,-0.8454808419492225
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2002,114,1.6372414578825738
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2003,113,1.5463813960079333
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2004,111,1.5995587592087546
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2005,109,1.2774300601141133
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2006,105,1.3827109075735575
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2007,101,1.4932382944684028
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2008,92,1.4738613232287
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2009,88,1.5694886629475102
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2010,88,1.4262668635171978
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2011,89,1.7939369048442748
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2012,91,1.9921196288688976
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2013,94,1.9467897237038994
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2014,97,1.777724987078544
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2015,99,1.602856507959704
graded_balanced_v3,Jiangsu Coastal Plain (Huaihe River Basin),2016,100,1.4431865508504167
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2002,114,0.6764388914579976
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2003,113,0.14762431190707404
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2004,111,-0.05912322491508451
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2005,109,0.1975936201567793
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2006,105,-0.260398845566927
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2007,101,-0.3059958076461483
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2008,92,-0.23553155582251079
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2009,88,0.2690661205449475
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2010,88,0.8265480159361887
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2011,89,0.9937741548934707
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2012,91,0.7093780827946994
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2013,94,-0.15417436347888283
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2014,97,-0.8507032453095819
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2015,99,-1.1636911094816857
graded_balanced_v3,Eastern Cambrian-Ordovician Aquifers (Northern Midwest Aquifer System),2016,100,-1.590657466893349
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2002,114,0.11920477372123264
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2003,113,-0.10305678802372059
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2004,111,-0.2104251956841333
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2005,109,-0.3718850192839338
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2006,105,-0.4927269193435762
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2007,101,-0.4698335586250795
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2008,92,-0.5820131650196192
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2009,88,-0.9448905235241692
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2010,88,-0.5919490926379515
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2011,89,-0.002252441428692385
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2012,91,0.2682198871578497
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2013,94,0.421890111820086
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2014,97,0.41627894331418064
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2015,99,0.3674610885045044
graded_balanced_v3,Northcentral Deccan Basalt Plateau (Deccan Plateau),2016,100,0.5919412098156658
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2002,114,-0.844291234320911
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2003,113,-0.9119944038175317
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2004,111,-0.8498720136273269
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2005,109,-0.9865314553799027
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2006,105,-0.9638206219559446
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2007,101,-1.1048776836539862
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2008,92,-1.2170730863307302
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2009,88,-1.4358507378560281
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2010,88,-1.712567147678001
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2011,89,-1.7568345624308568
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2012,91,-1.7499977780334024
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2013,94,-1.4375980604405911
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2014,97,-1.2103311835398187
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2015,99,-1.1098423554503476
graded_balanced_v3,Eastside Middle Indus Plain (Indus Basin),2016,100,-0.8002205313659282
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2002,114,-1.1477636152339892
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2003,113,-1.3899009199028394
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2004,111,-0.8184880611537161
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2005,109,-0.3444340754189269
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2006,105,-0.36290629644511607
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2007,101,-0.23811352298087693
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2008,92,-0.36342902259725496
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2009,88,-0.15477211390570916
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2010,88,-0.15387492693342397
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2011,89,-0.4139089486882552
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2012,91,-0.33494451986518503
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2013,94,-0.7479363911546985
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2014,97,-0.8198225529807064
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2015,99,-1.054662491784994
graded_balanced_v3,Central Allegheny Plateau (Appalachian Plateaus),2016,100,-1.3121805825302726
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2002,114,0.5888457010752055
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2003,113,0.31014130269950907
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2004,111,-0.08763071625269366
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2005,109,-0.3145844516274372
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2006,105,-0.4859708532329316
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2007,101,-0.1726668891067416
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2008,92,-0.3170388203370841
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2009,88,-0.3951223483699892
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2010,88,-0.2129269772079527
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2011,89,0.15234303467959262
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2012,91,0.3295738562267029
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2013,94,0.5212168732053498
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2014,97,0.6201355259841049
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2015,99,0.615584584871712
graded_balanced_v3,Northeastern Karoo Basin (Main Karoo Basin),2016,100,0.5933023902848248
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2002,114,0.6255463879939381
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2003,113,0.5285095823407467
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2004,111,0.5281285657038601
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2005,109,0.5981037750106171
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2006,105,0.4885421678723151
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2007,101,0.3793008723460717
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2008,92,0.2265505209869363
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2009,88,-0.6438588083757056
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2010,88,-1.2958097103133053
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2011,89,-0.9223464701238258
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2012,91,-0.6165916496732252
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2013,94,-0.0076610762806730605
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2014,97,0.051479541419145194
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2015,99,-0.038209743398459194
graded_balanced_v3,Southern Riverine Plains (Murray Basin),2016,100,-0.3137074899396355
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2002,114,-0.615462390466501
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2003,113,-0.49948982153282123
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2004,111,0.11844435735939822
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2005,109,0.6206601183976006
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2006,105,1.1428594202192528
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2007,101,0.7618320241273483
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2008,92,0.3743125806018684
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2009,88,0.5478927078545431
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2010,88,0.9707860179661417
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2011,89,0.8258048319938956
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2012,91,0.8982633166233742
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2013,94,0.4118783114864496
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2014,97,0.26432220345520574
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2015,99,0.0460968974289707
graded_balanced_v3,Black Warrior River Aquifer System (Eutaw and McShan Formations and Tuscaloosa Group),2016,100,0.021799114413975834
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2002,114,0.3021273462779603
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2003,113,0.35451990631322905
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2004,111,0.4378437749754363
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2005,109,0.5588124021337981
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2006,105,0.6437300087721627
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2007,101,0.5221018597428407
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2008,92,0.6090259105474215
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2009,88,0.2832668016263622
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2010,88,0.0059606227501886305
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2011,89,-0.3581265227905652
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2012,91,-0.9865151916462289
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2013,94,-1.1100371212581843
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2014,97,-0.8718192069070683
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2015,99,-0.8637295049381947
graded_balanced_v3_noise2,Central Parana Basin and Torres Syncline (Guarani Aquifer System),2016,100,-0.46972235200569945
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2002,114,-0.001418602097274166
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2003,113,-0.026590500636553473
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2004,111,-0.02404745135488955
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2005,109,0.054649091900444334
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2006,105,0.23857099338806398
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2007,101,0.22974523485267165
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2008,92,0.08151832782318168
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2009,88,-0.23360861628076882
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2010,88,-0.24616189722321097
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2011,89,-0.7032206621758308
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2012,91,-1.1536870749973647
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2013,94,-1.1733982012148976
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2014,97,-1.1806030453876022
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2015,99,-1.3101224982472492
graded_balanced_v3_noise2,Northern Guarani Aquifer (Guarani Aquifer System),2016,100,-1.1363404135977995
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2002,114,-0.3702306851355331
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2003,113,0.1752697647783445
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2004,111,0.5162642101824713
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2005,109,0.6608179416002133
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2006,105,0.8650239956275769
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2007,101,0.8501560078698112
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2008,92,1.4601008325763183
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2009,88,0.9856368542329225
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2010,88,0.6753424744135257
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2011,89,0.11794123198386698
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2012,91,-0.6723211674921499
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2013,94,-1.3605525988921177
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2014,97,-1.5032445817220281
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2015,99,-1.2035891102289997
graded_balanced_v3_noise2,Southwestern Chaco-Lower Parana Basin (Guarani Aquifer System),2016,100,-0.9520168003888135
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2002,114,-0.920999802819104
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2003,113,-1.4852943697032035
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2004,111,-1.2664031487991165
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2005,109,-1.2940610546927764
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2006,105,-1.8629042528974984
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2007,101,-1.7928915798211469
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2008,92,-1.420693367898755
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2009,88,-1.109145908146151
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2010,88,-1.1086782738946546
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2011,89,-0.9244285221439306
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2012,91,-0.47282846622871866
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2013,94,-0.5980354457941554
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2014,97,-0.9088755190639347
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2015,99,-1.51308363015142
graded_balanced_v3_noise2,Amazonas Basin and Alter de Chao Aquifer System (Amazon Aquifer System),2016,100,-2.486491129937446
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2002,114,0.5100843640823621
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2003,113,0.6776446268283924
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2004,111,0.6418800617797935
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2005,109,0.4935734375675836
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2006,105,0.3285309311695489
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2007,101,0.25402263668531727
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2008,92,0.19731736757775323
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2009,88,-0.3179235781204335
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2010,88,-0.8719790155284133
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2011,89,-0.7677179147033918
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2012,91,-0.4162751997042851
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2013,94,-0.05822614761445262
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2014,97,0.042547957806437005
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2015,99,-0.02630655685563088
graded_balanced_v3_noise2,Poolowanna Trough and Western Eromanga Basin (Great Artesian Basin),2016,100,-0.08086331928234561
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2002,114,0.6973567251153359
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2003,113,0.7705773833664599
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2004,111,0.45845833969742744
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2005,109,0.036858517667636335
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2006,105,-0.445935215724194
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2007,101,-0.8543990795593667
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2008,92,-1.2309247129038883
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2009,88,-1.9463818578083458
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2010,88,-2.5578976550991745
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2011,89,-2.0527909526175256
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2012,91,-1.4472595933699846
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2013,94,-0.526223145534986
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2014,97,-0.254874191257201
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2015,99,-0.13443371545636162
graded_balanced_v3_noise2,Eastern Eromanga Basin (Great Artesian Basin),2016,100,-0.05589909222357388
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2002,114,3.180838865063846
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2003,113,2.978006751589076
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2004,111,2.508621855294103
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2005,109,1.9971729150212638
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2006,105,1.389152321686021
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2007,101,1.2444845844571943
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2008,92,1.0518935557492488
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2009,88,0.909577167995723
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2010,88,1.1858881957770686
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2011,89,1.599464932960286
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2012,91,2.027912957648222
graded_balanced_v3_noise2,Northern Eromanga Basin (Great Artesian Basin),2013,94,2.515081791962577
