Study_area,term,term_type,frac,ax1,ax2,tier
Denver Basin,gia_model,main,0.542235569701144,gia_model,,tier2
Denver Basin,c20_treatment,main,0.000238260499686606,c20_treatment,,tier2
Denver Basin,c30_treatment,main,1.04105113966141e-05,c30_treatment,,tier2
Denver Basin,geocenter,main,0.0989131768973373,geocenter,,tier2
Denver Basin,centre x truncation,interaction,0.00600494915668627,centre,truncation,tier2
Denver Basin,centre x filter,interaction,0.029596367872655,centre,filter,tier2
Denver Basin,centre x gia_model,interaction,5.20074233681083e-12,centre,gia_model,tier2
Denver Basin,centre x c20_treatment,interaction,7.76386053778016e-05,centre,c20_treatment,tier2
Denver Basin,centre x c30_treatment,interaction,6.09366271625097e-07,centre,c30_treatment,tier2
Denver Basin,centre x geocenter,interaction,8.32495543140734e-07,centre,geocenter,tier2
Denver Basin,truncation x filter,interaction,0.0108232978294835,truncation,filter,tier2
Denver Basin,truncation x gia_model,interaction,1.06696485060743e-13,truncation,gia_model,tier2
Denver Basin,truncation x c20_treatment,interaction,5.79639889450722e-07,truncation,c20_treatment,tier2
Denver Basin,truncation x c30_treatment,interaction,1.84594175192276e-08,truncation,c30_treatment,tier2
Denver Basin,truncation x geocenter,interaction,5.73754180171794e-07,truncation,geocenter,tier2
Denver Basin,filter x gia_model,interaction,-1.18551650067492e-16,filter,gia_model,tier2
Denver Basin,filter x c20_treatment,interaction,6.4926832632388e-09,filter,c20_treatment,tier2
Denver Basin,filter x c30_treatment,interaction,1.13249601978511e-09,filter,c30_treatment,tier2
Denver Basin,filter x geocenter,interaction,3.01261116498489e-07,filter,geocenter,tier2
Denver Basin,gia_model x c20_treatment,interaction,-2.79649912830105e-16,gia_model,c20_treatment,tier2
Denver Basin,gia_model x c30_treatment,interaction,-1.22585618873195e-16,gia_model,c30_treatment,tier2
Denver Basin,gia_model x geocenter,interaction,-2.96379125168731e-16,gia_model,geocenter,tier2
Denver Basin,c20_treatment x c30_treatment,interaction,-1.06040919905951e-17,c20_treatment,c30_treatment,tier2
Denver Basin,c20_treatment x geocenter,interaction,-5.92758250337462e-17,c20_treatment,geocenter,tier2
Denver Basin,c30_treatment x geocenter,interaction,-8.89137375506193e-17,c30_treatment,geocenter,tier2
Denver Basin,higher-order,residual,0.0156854449764499,,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre,main,0.0284041443425505,centre,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),truncation,main,0.000947975495204904,truncation,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),filter,main,0.189006268967588,filter,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),gia_model,main,0.667550124128973,gia_model,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),c20_treatment,main,0.000656540591879709,c20_treatment,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),c30_treatment,main,5.02787688742425e-06,c30_treatment,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),geocenter,main,0.109045211024109,geocenter,,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre x truncation,interaction,0.000385679789308765,centre,truncation,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre x filter,interaction,0.00164181006997137,centre,filter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre x gia_model,interaction,6.40166691369879e-12,centre,gia_model,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre x c20_treatment,interaction,0.000213937666275099,centre,c20_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre x c30_treatment,interaction,2.94300428017466e-07,centre,c30_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),centre x geocenter,interaction,9.20993036216637e-07,centre,geocenter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),truncation x filter,interaction,0.00168611669273245,truncation,filter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),truncation x gia_model,interaction,1.29795872492277e-13,truncation,gia_model,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),truncation x c20_treatment,interaction,1.59723176627647e-06,truncation,c20_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),truncation x c30_treatment,interaction,8.91516655135821e-09,truncation,c30_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),truncation x geocenter,interaction,6.35536170920981e-07,truncation,geocenter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),filter x gia_model,interaction,-5.09402953266395e-16,filter,gia_model,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),filter x c20_treatment,interaction,1.79045138932923e-08,filter,c20_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),filter x c30_treatment,interaction,5.47207917094579e-10,filter,c30_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),filter x geocenter,interaction,3.32120400135588e-07,filter,geocenter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),gia_model x c20_treatment,interaction,-1.48423305797423e-15,gia_model,c20_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),gia_model x c30_treatment,interaction,-1.62438571682351e-15,gia_model,c30_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),gia_model x geocenter,interaction,-1.70649989344242e-15,gia_model,geocenter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),c20_treatment x c30_treatment,interaction,-2.55369943643404e-17,c20_treatment,c30_treatment,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),c20_treatment x geocenter,interaction,9.8060068503781e-16,c20_treatment,geocenter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),c30_treatment x geocenter,interaction,9.9333575886947e-16,c30_treatment,geocenter,tier2
Devonian and Overlying Unconsolidated Aquifers (Southern Ontario Paleozoic Aquifer System),higher-order,residual,0.000453355799302369,,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre,main,0.0366945661097687,centre,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),truncation,main,0.00361889394140818,truncation,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),filter,main,0.0496528422303583,filter,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),gia_model,main,0.725066051320914,gia_model,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),c20_treatment,main,0.000362096643192039,c20_treatment,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),c30_treatment,main,3.56698527280601e-05,c30_treatment,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),geocenter,main,0.155268404382008,geocenter,,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre x truncation,interaction,0.00102505951682249,centre,truncation,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre x filter,interaction,0.00877868926917876,centre,filter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre x gia_model,interaction,6.95429513023565e-12,centre,gia_model,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre x c20_treatment,interaction,0.000117991346435126,centre,c20_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre x c30_treatment,interaction,2.087890834493e-06,centre,c30_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),centre x geocenter,interaction,1.72566419512669e-06,centre,geocenter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),truncation x filter,interaction,0.0167157824035643,truncation,filter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),truncation x gia_model,interaction,1.4273270769274e-13,truncation,gia_model,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),truncation x c20_treatment,interaction,8.80908824873574e-07,truncation,c20_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),truncation x c30_treatment,interaction,6.32478298053786e-08,truncation,c30_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),truncation x geocenter,interaction,1.17198256371448e-06,truncation,geocenter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),filter x gia_model,interaction,-2.07913631016373e-16,filter,gia_model,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),filter x c20_treatment,interaction,9.8977730025159e-09,filter,c20_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),filter x c30_treatment,interaction,3.8777905504474e-09,filter,c30_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),filter x geocenter,interaction,4.72902822097042e-07,filter,geocenter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),gia_model x c20_treatment,interaction,-4.99784572994925e-16,gia_model,c20_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),gia_model x c30_treatment,interaction,-2.33775934483864e-16,gia_model,c30_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),gia_model x geocenter,interaction,-2.59892038770467e-16,gia_model,geocenter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),c20_treatment x c30_treatment,interaction,2.96946958360787e-18,c20_treatment,c30_treatment,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),c20_treatment x geocenter,interaction,-1.03956815508187e-16,c20_treatment,geocenter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),c30_treatment x geocenter,interaction,-7.796761163114e-17,c30_treatment,geocenter,tier2
Dougherty Plain and Marianna Lowlands (Floridan Aquifer System),higher-order,residual,0.00265753660389313,,,tier2
Eastern Armorican Massif (Armorican Massif),centre,main,0.0395266930369837,centre,,tier2
Eastern Armorican Massif (Armorican Massif),truncation,main,0.0380052536267184,truncation,,tier2
Eastern Armorican Massif (Armorican Massif),filter,main,0.151105120002127,filter,,tier2
Eastern Armorican Massif (Armorican Massif),gia_model,main,0.317925005544577,gia_model,,tier2
Eastern Armorican Massif (Armorican Massif),c20_treatment,main,0.0044415157981067,c20_treatment,,tier2
Eastern Armorican Massif (Armorican Massif),c30_treatment,main,2.34858694707338e-06,c30_treatment,,tier2
Eastern Armorican Massif (Armorican Massif),geocenter,main,0.284962945299353,geocenter,,tier2
Eastern Armorican Massif (Armorican Massif),centre x truncation,interaction,0.00374432957975093,centre,truncation,tier2
Eastern Armorican Massif (Armorican Massif),centre x filter,interaction,0.00708916234745782,centre,filter,tier2
Eastern Armorican Massif (Armorican Massif),centre x gia_model,interaction,3.0484715114285e-12,centre,gia_model,tier2
Eastern Armorican Massif (Armorican Massif),centre x c20_treatment,interaction,0.00144729443247151,centre,c20_treatment,tier2
Eastern Armorican Massif (Armorican Massif),centre x c30_treatment,interaction,1.37471609024259e-07,centre,c30_treatment,tier2
Eastern Armorican Massif (Armorican Massif),centre x geocenter,interaction,1.33958965471743e-06,centre,geocenter,tier2
Eastern Armorican Massif (Armorican Massif),truncation x filter,interaction,0.145418821511498,truncation,filter,tier2
Eastern Armorican Massif (Armorican Massif),truncation x gia_model,interaction,6.21433208122912e-14,truncation,gia_model,tier2
Eastern Armorican Massif (Armorican Massif),truncation x c20_treatment,interaction,1.08053216005265e-05,truncation,c20_treatment,tier2
Eastern Armorican Massif (Armorican Massif),truncation x c30_treatment,interaction,4.16438679120394e-09,truncation,c30_treatment,tier2
Eastern Armorican Massif (Armorican Massif),truncation x geocenter,interaction,9.66598973496716e-07,truncation,geocenter,tier2
Eastern Armorican Massif (Armorican Massif),filter x gia_model,interaction,-7.15786941293406e-16,filter,gia_model,tier2
Eastern Armorican Massif (Armorican Massif),filter x c20_treatment,interaction,1.21176861443635e-07,filter,c20_treatment,tier2
Eastern Armorican Massif (Armorican Massif),filter x c30_treatment,interaction,2.56137343124733e-10,filter,c30_treatment,tier2
Eastern Armorican Massif (Armorican Massif),filter x geocenter,interaction,8.67915357564581e-07,filter,geocenter,tier2
Eastern Armorican Massif (Armorican Massif),gia_model x c20_treatment,interaction,-1.0624962409824e-15,gia_model,c20_treatment,tier2
Eastern Armorican Massif (Armorican Massif),gia_model x c30_treatment,interaction,-1.09230696157444e-15,gia_model,c30_treatment,tier2
Eastern Armorican Massif (Armorican Massif),gia_model x geocenter,interaction,-1.36650234246923e-15,gia_model,geocenter,tier2
Eastern Armorican Massif (Armorican Massif),c20_treatment x c30_treatment,interaction,-6.64134619081847e-17,c20_treatment,c30_treatment,tier2
Eastern Armorican Massif (Armorican Massif),c20_treatment x geocenter,interaction,-8.1339425146978e-16,c20_treatment,geocenter,tier2
Eastern Armorican Massif (Armorican Massif),c30_treatment x geocenter,interaction,-7.15786941293406e-16,c30_treatment,geocenter,tier2
Eastern Armorican Massif (Armorican Massif),higher-order,residual,0.00631726773632255,,,tier2
Eastern C Aquifer (The C Aquifer),centre,main,0.00451414195073429,centre,,tier2
Eastern C Aquifer (The C Aquifer),truncation,main,0.00914312461389945,truncation,,tier2
Eastern C Aquifer (The C Aquifer),filter,main,0.546150840245588,filter,,tier2
Eastern C Aquifer (The C Aquifer),gia_model,main,0.32772319254726,gia_model,,tier2
Eastern C Aquifer (The C Aquifer),c20_treatment,main,3.96339366093262e-06,c20_treatment,,tier2
Eastern C Aquifer (The C Aquifer),c30_treatment,main,1.83172962749789e-05,c30_treatment,,tier2
Eastern C Aquifer (The C Aquifer),geocenter,main,0.0869258365484529,geocenter,,tier2
Eastern C Aquifer (The C Aquifer),centre x truncation,interaction,6.55888438062456e-05,centre,truncation,tier2
Eastern C Aquifer (The C Aquifer),centre x filter,interaction,0.00243988849985069,centre,filter,tier2
Eastern C Aquifer (The C Aquifer),centre x gia_model,interaction,3.14355801529008e-12,centre,gia_model,tier2
Eastern C Aquifer (The C Aquifer),centre x c20_treatment,interaction,1.2914952180296e-06,centre,c20_treatment,tier2
Eastern C Aquifer (The C Aquifer),centre x c30_treatment,interaction,1.07217966077187e-06,centre,c30_treatment,tier2
Eastern C Aquifer (The C Aquifer),centre x geocenter,interaction,7.96561325204848e-07,centre,geocenter,tier2
Eastern C Aquifer (The C Aquifer),truncation x filter,interaction,0.0218525522298315,truncation,filter,tier2
Eastern C Aquifer (The C Aquifer),truncation x gia_model,interaction,6.47114111830263e-14,truncation,gia_model,tier2
Eastern C Aquifer (The C Aquifer),truncation x c20_treatment,interaction,9.6421775450964e-09,truncation,c20_treatment,tier2
Eastern C Aquifer (The C Aquifer),truncation x c30_treatment,interaction,3.2479240870746e-08,truncation,c30_treatment,tier2
Eastern C Aquifer (The C Aquifer),truncation x geocenter,interaction,5.45920023487542e-07,truncation,geocenter,tier2
Eastern C Aquifer (The C Aquifer),filter x gia_model,interaction,6.43894638637077e-17,filter,gia_model,tier2
Eastern C Aquifer (The C Aquifer),filter x c20_treatment,interaction,1.09555530299667e-10,filter,c20_treatment,tier2
